RecordID,Year,Adj. Day of Year,Species,Elevation,Pigment
7872,1997-01-01,1997-09-10,YB,1400,5.40
7873,1997-01-01,1997-09-11,YB,1400,6.30
7874,1997-01-01,1997-09-12,YB,1400,7.10
7875,1997-01-01,1997-09-13,YB,1400,8.00
7876,1997-01-01,1997-09-14,YB,1400,8.80
7877,1997-01-01,1997-09-15,YB,1400,9.70
7878,1997-01-01,1997-09-16,YB,1400,10.50
7879,1997-01-01,1997-09-17,YB,1400,11.30
7880,1997-01-01,1997-09-18,YB,1400,11.50
7881,1997-01-01,1997-09-19,YB,1400,11.60
7882,1997-01-01,1997-09-20,YB,1400,11.80
7883,1997-01-01,1997-09-21,YB,1400,11.90
7884,1997-01-01,1997-09-22,YB,1400,12.10
7885,1997-01-01,1997-09-23,YB,1400,12.30
7886,1997-01-01,1997-09-24,YB,1400,12.40
7887,1997-01-01,1997-09-25,YB,1400,12.60
7888,1997-01-01,1997-09-26,YB,1400,12.70
7889,1997-01-01,1997-09-27,YB,1400,12.90
7890,1997-01-01,1997-09-28,YB,1400,13.10
7891,1997-01-01,1997-09-29,YB,1400,13.20
7892,1997-01-01,1997-09-30,YB,1400,13.40
7893,1997-01-01,1997-10-01,YB,1400,13.50
7894,1997-01-01,1997-10-02,YB,1400,13.70
7895,1997-01-01,1997-10-03,YB,1400,22.40
7896,1997-01-01,1997-10-04,YB,1400,31.00
7897,1997-01-01,1997-10-05,YB,1400,39.70
7898,1997-01-01,1997-10-06,YB,1400,48.40
7899,1997-01-01,1997-10-07,YB,1400,57.10
7900,1997-01-01,1997-10-08,YB,1400,65.70
7901,1997-01-01,1997-10-09,YB,1400,56.80
7902,1997-01-01,1997-10-10,YB,1400,47.90
7903,1997-01-01,1997-10-11,YB,1400,39.00
7904,1997-01-01,1997-10-12,YB,1400,30.10
7905,1997-01-01,1997-10-13,YB,1400,21.20
7906,1997-01-01,1997-10-14,YB,1400,12.20
7907,1997-01-01,1997-10-15,YB,1400,3.30
7908,1997-01-01,1997-10-16,YB,1400,2.80
7909,1997-01-01,1997-10-17,YB,1400,2.20
7910,1997-01-01,1997-10-18,YB,1400,1.70
7911,1997-01-01,1997-10-19,YB,1400,1.10
7912,1997-01-01,1997-10-20,YB,1400,0.60
7913,1997-01-01,1997-10-21,YB,1400,0.00
7914,1997-01-01,1997-10-22,YB,1400,0.00
7915,1997-01-01,1997-10-23,YB,1400,0.00
7916,1997-01-01,1997-10-24,YB,1400,0.00
7917,1997-01-01,1997-10-25,YB,1400,0.00
7918,1997-01-01,1997-10-26,YB,1400,0.00
7919,1997-01-01,1997-10-27,YB,1400,0.00
7920,1997-01-01,1997-10-28,YB,1400,0.00
7921,1997-01-01,1997-10-29,YB,1400,0.00
7922,1997-01-01,1997-10-30,YB,1400,0.00
7923,1997-01-01,1997-10-31,YB,1400,0.00
7924,1997-01-01,1997-11-01,YB,1400,0.00
7925,1997-01-01,1997-11-02,YB,1400,0.00
7926,1997-01-01,1997-11-03,YB,1400,0.00
7927,1997-01-01,1997-11-04,YB,1400,0.0
7928,1997-01-01,1997-11-05,YB,1400,0.0
7929,1997-01-01,1997-11-06,YB,1400,0.0
7930,1997-01-01,1997-11-07,YB,1400,0.0
7931,1998-01-01,1998-09-04,YB,1400,0.20
7932,1998-01-01,1998-09-05,YB,1400,0.30
7933,1998-01-01,1998-09-06,YB,1400,0.70
7934,1998-01-01,1998-09-07,YB,1400,1.00
7935,1998-01-01,1998-09-08,YB,1400,1.40
7936,1998-01-01,1998-09-09,YB,1400,1.70
7937,1998-01-01,1998-09-10,YB,1400,2.10
7938,1998-01-01,1998-09-11,YB,1400,2.50
7939,1998-01-01,1998-09-12,YB,1400,2.80
7940,1998-01-01,1998-09-13,YB,1400,3.20
7941,1998-01-01,1998-09-14,YB,1400,3.50
7942,1998-01-01,1998-09-15,YB,1400,3.90
7943,1998-01-01,1998-09-16,YB,1400,4.30
7944,1998-01-01,1998-09-17,YB,1400,4.60
7945,1998-01-01,1998-09-18,YB,1400,5.00
7946,1998-01-01,1998-09-19,YB,1400,5.60
7947,1998-01-01,1998-09-20,YB,1400,6.30
7948,1998-01-01,1998-09-21,YB,1400,6.90
7949,1998-01-01,1998-09-22,YB,1400,7.50
7950,1998-01-01,1998-09-23,YB,1400,8.20
7951,1998-01-01,1998-09-24,YB,1400,8.80
7952,1998-01-01,1998-09-25,YB,1400,9.40
7953,1998-01-01,1998-09-26,YB,1400,10.00
7954,1998-01-01,1998-09-27,YB,1400,11.60
7955,1998-01-01,1998-09-28,YB,1400,13.20
7956,1998-01-01,1998-09-29,YB,1400,14.80
7957,1998-01-01,1998-09-30,YB,1400,16.40
7958,1998-01-01,1998-10-01,YB,1400,18.10
7959,1998-01-01,1998-10-02,YB,1400,19.70
7960,1998-01-01,1998-10-03,YB,1400,21.30
7961,1998-01-01,1998-10-04,YB,1400,24.20
7962,1998-01-01,1998-10-05,YB,1400,27.00
7963,1998-01-01,1998-10-06,YB,1400,29.90
7964,1998-01-01,1998-10-07,YB,1400,32.70
7965,1998-01-01,1998-10-08,YB,1400,35.60
7966,1998-01-01,1998-10-09,YB,1400,38.50
7967,1998-01-01,1998-10-10,YB,1400,41.30
7968,1998-01-01,1998-10-11,YB,1400,36.60
7969,1998-01-01,1998-10-12,YB,1400,32.00
7970,1998-01-01,1998-10-13,YB,1400,27.30
7971,1998-01-01,1998-10-14,YB,1400,22.60
7972,1998-01-01,1998-10-15,YB,1400,18.00
7973,1998-01-01,1998-10-16,YB,1400,13.30
7974,1998-01-01,1998-10-17,YB,1400,11.10
7975,1998-01-01,1998-10-18,YB,1400,8.90
7976,1998-01-01,1998-10-19,YB,1400,6.60
7977,1998-01-01,1998-10-20,YB,1400,4.40
7978,1998-01-01,1998-10-21,YB,1400,2.20
7979,1998-01-01,1998-10-22,YB,1400,0.00
7980,1998-01-01,1998-10-23,YB,1400,0.00
7981,1998-01-01,1998-10-24,YB,1400,0.00
7982,1998-01-01,1998-10-25,YB,1400,0.00
7983,1998-01-01,1998-10-26,YB,1400,0.00
7984,1998-01-01,1998-10-27,YB,1400,0.00
7985,1998-01-01,1998-10-28,YB,1400,0.00
7986,1998-01-01,1998-10-29,YB,1400,0.00
7987,1998-01-01,1998-10-30,YB,1400,0.00
7988,1998-01-01,1998-10-31,YB,1400,0.00
7989,1998-01-01,1998-11-01,YB,1400,0.00
7990,1998-01-01,1998-11-02,YB,1400,0.00
7991,1998-01-01,1998-11-03,YB,1400,0.00
7992,1998-01-01,1998-11-04,YB,1400,0.0
7993,1998-01-01,1998-11-05,YB,1400,0.0
7994,1998-01-01,1998-11-06,YB,1400,0.0
7995,1998-01-01,1998-11-07,YB,1400,0.0
7996,1999-01-01,1999-09-04,YB,1400,4.30
7997,1999-01-01,1999-09-05,YB,1400,8.50
7998,1999-01-01,1999-09-06,YB,1400,12.80
7999,1999-01-01,1999-09-07,YB,1400,17.00
8000,1999-01-01,1999-09-08,YB,1400,21.30
8001,1999-01-01,1999-09-09,YB,1400,19.90
8002,1999-01-01,1999-09-10,YB,1400,18.50
8003,1999-01-01,1999-09-11,YB,1400,17.20
8004,1999-01-01,1999-09-12,YB,1400,15.80
8005,1999-01-01,1999-09-13,YB,1400,14.40
8006,1999-01-01,1999-09-14,YB,1400,13.00
8007,1999-01-01,1999-09-15,YB,1400,11.60
8008,1999-01-01,1999-09-16,YB,1400,10.30
8009,1999-01-01,1999-09-17,YB,1400,8.90
8010,1999-01-01,1999-09-18,YB,1400,7.50
8011,1999-01-01,1999-09-19,YB,1400,6.10
8012,1999-01-01,1999-09-20,YB,1400,4.70
8013,1999-01-01,1999-09-21,YB,1400,3.30
8014,1999-01-01,1999-09-22,YB,1400,3.80
8015,1999-01-01,1999-09-23,YB,1400,4.30
8016,1999-01-01,1999-09-24,YB,1400,4.80
8017,1999-01-01,1999-09-25,YB,1400,5.30
8018,1999-01-01,1999-09-26,YB,1400,5.80
8019,1999-01-01,1999-09-27,YB,1400,6.20
8020,1999-01-01,1999-09-28,YB,1400,6.70
8021,1999-01-01,1999-09-29,YB,1400,7.20
8022,1999-01-01,1999-09-30,YB,1400,7.70
8023,1999-01-01,1999-10-01,YB,1400,7.80
8024,1999-01-01,1999-10-02,YB,1400,7.90
8025,1999-01-01,1999-10-03,YB,1400,8.00
8026,1999-01-01,1999-10-04,YB,1400,8.10
8027,1999-01-01,1999-10-05,YB,1400,8.20
8028,1999-01-01,1999-10-06,YB,1400,8.20
8029,1999-01-01,1999-10-07,YB,1400,8.30
8030,1999-01-01,1999-10-08,YB,1400,13.20
8031,1999-01-01,1999-10-09,YB,1400,18.10
8032,1999-01-01,1999-10-10,YB,1400,23.00
8033,1999-01-01,1999-10-11,YB,1400,27.90
8034,1999-01-01,1999-10-12,YB,1400,32.80
8035,1999-01-01,1999-10-13,YB,1400,37.70
8036,1999-01-01,1999-10-14,YB,1400,32.60
8037,1999-01-01,1999-10-15,YB,1400,27.50
8038,1999-01-01,1999-10-16,YB,1400,22.40
8039,1999-01-01,1999-10-17,YB,1400,17.30
8040,1999-01-01,1999-10-18,YB,1400,12.20
8041,1999-01-01,1999-10-19,YB,1400,7.10
8042,1999-01-01,1999-10-20,YB,1400,2.00
8043,1999-01-01,1999-10-21,YB,1400,1.30
8044,1999-01-01,1999-10-22,YB,1400,0.70
8045,1999-01-01,1999-10-23,YB,1400,0.00
8046,1999-01-01,1999-10-24,YB,1400,0.00
8047,1999-01-01,1999-10-25,YB,1400,0.00
8048,1999-01-01,1999-10-26,YB,1400,0.00
8049,1999-01-01,1999-10-27,YB,1400,0.00
8050,1999-01-01,1999-10-28,YB,1400,0.00
8051,1999-01-01,1999-10-29,YB,1400,0.00
8052,1999-01-01,1999-10-30,YB,1400,0.00
8053,1999-01-01,1999-10-31,YB,1400,0.00
8054,1999-01-01,1999-11-01,YB,1400,0.00
8055,1999-01-01,1999-11-02,YB,1400,0.00
8056,1999-01-01,1999-11-03,YB,1400,0.00
8057,1999-01-01,1999-11-04,YB,1400,0.0
8058,1999-01-01,1999-11-05,YB,1400,0.0
8059,1999-01-01,1999-11-06,YB,1400,0.0
8060,1999-01-01,1999-11-07,YB,1400,0.0
8061,2000-01-01,2000-09-03,YB,1400,0.70
8062,2000-01-01,2000-09-04,YB,1400,1.50
8063,2000-01-01,2000-09-05,YB,1400,2.20
8064,2000-01-01,2000-09-06,YB,1400,2.90
8065,2000-01-01,2000-09-07,YB,1400,3.70
8066,2000-01-01,2000-09-08,YB,1400,4.40
8067,2000-01-01,2000-09-09,YB,1400,5.10
8068,2000-01-01,2000-09-10,YB,1400,5.80
8069,2000-01-01,2000-09-11,YB,1400,6.60
8070,2000-01-01,2000-09-12,YB,1400,7.30
8071,2000-01-01,2000-09-13,YB,1400,8.00
8072,2000-01-01,2000-09-14,YB,1400,8.70
8073,2000-01-01,2000-09-15,YB,1400,9.10
8074,2000-01-01,2000-09-16,YB,1400,9.50
8075,2000-01-01,2000-09-17,YB,1400,9.80
8076,2000-01-01,2000-09-18,YB,1400,10.20
8077,2000-01-01,2000-09-19,YB,1400,10.60
8078,2000-01-01,2000-09-20,YB,1400,11.00
8079,2000-01-01,2000-09-21,YB,1400,11.40
8080,2000-01-01,2000-09-22,YB,1400,11.70
8081,2000-01-01,2000-09-23,YB,1400,12.10
8082,2000-01-01,2000-09-24,YB,1400,12.50
8083,2000-01-01,2000-09-25,YB,1400,12.90
8084,2000-01-01,2000-09-26,YB,1400,13.30
8085,2000-01-01,2000-09-27,YB,1400,12.40
8086,2000-01-01,2000-09-28,YB,1400,11.40
8087,2000-01-01,2000-09-29,YB,1400,10.50
8088,2000-01-01,2000-09-30,YB,1400,9.50
8089,2000-01-01,2000-10-01,YB,1400,8.60
8090,2000-01-01,2000-10-02,YB,1400,7.70
8091,2000-01-01,2000-10-03,YB,1400,6.70
8092,2000-01-01,2000-10-04,YB,1400,11.20
8093,2000-01-01,2000-10-05,YB,1400,15.70
8094,2000-01-01,2000-10-06,YB,1400,20.10
8095,2000-01-01,2000-10-07,YB,1400,24.60
8096,2000-01-01,2000-10-08,YB,1400,29.10
8097,2000-01-01,2000-10-09,YB,1400,33.60
8098,2000-01-01,2000-10-10,YB,1400,38.10
8099,2000-01-01,2000-10-11,YB,1400,42.50
8100,2000-01-01,2000-10-12,YB,1400,47.00
8101,2000-01-01,2000-10-13,YB,1400,43.10
8102,2000-01-01,2000-10-14,YB,1400,39.10
8103,2000-01-01,2000-10-15,YB,1400,35.20
8104,2000-01-01,2000-10-16,YB,1400,31.20
8105,2000-01-01,2000-10-17,YB,1400,27.30
8106,2000-01-01,2000-10-18,YB,1400,23.30
8107,2000-01-01,2000-10-19,YB,1400,19.40
8108,2000-01-01,2000-10-20,YB,1400,15.50
8109,2000-01-01,2000-10-21,YB,1400,11.70
8110,2000-01-01,2000-10-22,YB,1400,7.80
8111,2000-01-01,2000-10-23,YB,1400,3.90
8112,2000-01-01,2000-10-24,YB,1400,0.00
8113,2000-01-01,2000-10-25,YB,1400,0.00
8114,2000-01-01,2000-10-26,YB,1400,0.00
8115,2000-01-01,2000-10-27,YB,1400,0.00
8116,2000-01-01,2000-10-28,YB,1400,0.00
8117,2000-01-01,2000-10-29,YB,1400,0.00
8118,2000-01-01,2000-10-30,YB,1400,0.00
8119,2000-01-01,2000-10-31,YB,1400,0.00
8120,2000-01-01,2000-11-01,YB,1400,0.00
8121,2000-01-01,2000-11-02,YB,1400,0.00
8122,2000-01-01,2000-11-03,YB,1400,0.0
8123,2000-01-01,2000-11-04,YB,1400,0.0
8124,2000-01-01,2000-11-05,YB,1400,0.0
8125,2000-01-01,2000-11-06,YB,1400,0.0
8126,2001-01-01,2001-09-04,YB,1400,0.00
8127,2001-01-01,2001-09-05,YB,1400,0.00
8128,2001-01-01,2001-09-06,YB,1400,0.00
8129,2001-01-01,2001-09-07,YB,1400,0.00
8130,2001-01-01,2001-09-08,YB,1400,0.00
8131,2001-01-01,2001-09-09,YB,1400,0.00
8132,2001-01-01,2001-09-10,YB,1400,0.00
8133,2001-01-01,2001-09-11,YB,1400,0.00
8134,2001-01-01,2001-09-12,YB,1400,0.00
8135,2001-01-01,2001-09-13,YB,1400,0.00
8136,2001-01-01,2001-09-14,YB,1400,0.10
8137,2001-01-01,2001-09-15,YB,1400,0.30
8138,2001-01-01,2001-09-16,YB,1400,0.40
8139,2001-01-01,2001-09-17,YB,1400,0.60
8140,2001-01-01,2001-09-18,YB,1400,0.70
8141,2001-01-01,2001-09-19,YB,1400,0.80
8142,2001-01-01,2001-09-20,YB,1400,1.00
8143,2001-01-01,2001-09-21,YB,1400,1.00
8144,2001-01-01,2001-09-22,YB,1400,1.00
8145,2001-01-01,2001-09-23,YB,1400,1.00
8146,2001-01-01,2001-09-24,YB,1400,1.00
8147,2001-01-01,2001-09-25,YB,1400,1.00
8148,2001-01-01,2001-09-26,YB,1400,1.00
8149,2001-01-01,2001-09-27,YB,1400,1.00
8150,2001-01-01,2001-09-28,YB,1400,1.40
8151,2001-01-01,2001-09-29,YB,1400,1.80
8152,2001-01-01,2001-09-30,YB,1400,2.20
8153,2001-01-01,2001-10-01,YB,1400,2.60
8154,2001-01-01,2001-10-02,YB,1400,3.00
8155,2001-01-01,2001-10-03,YB,1400,3.30
8156,2001-01-01,2001-10-04,YB,1400,3.70
8157,2001-01-01,2001-10-05,YB,1400,8.00
8158,2001-01-01,2001-10-06,YB,1400,12.20
8159,2001-01-01,2001-10-07,YB,1400,16.50
8160,2001-01-01,2001-10-08,YB,1400,20.80
8161,2001-01-01,2001-10-09,YB,1400,25.10
8162,2001-01-01,2001-10-10,YB,1400,29.30
8163,2001-01-01,2001-10-11,YB,1400,38.00
8164,2001-01-01,2001-10-12,YB,1400,46.80
8165,2001-01-01,2001-10-13,YB,1400,55.50
8166,2001-01-01,2001-10-14,YB,1400,64.20
8167,2001-01-01,2001-10-15,YB,1400,73.00
8168,2001-01-01,2001-10-16,YB,1400,81.70
8169,2001-01-01,2001-10-17,YB,1400,68.10
8170,2001-01-01,2001-10-18,YB,1400,54.50
8171,2001-01-01,2001-10-19,YB,1400,40.80
8172,2001-01-01,2001-10-20,YB,1400,27.20
8173,2001-01-01,2001-10-21,YB,1400,13.60
8174,2001-01-01,2001-10-22,YB,1400,0.00
8175,2001-01-01,2001-10-23,YB,1400,0.00
8176,2001-01-01,2001-10-24,YB,1400,0.00
8177,2001-01-01,2001-10-25,YB,1400,0.00
8178,2001-01-01,2001-10-26,YB,1400,0.00
8179,2001-01-01,2001-10-27,YB,1400,0.00
8180,2001-01-01,2001-10-28,YB,1400,0.00
8181,2001-01-01,2001-10-29,YB,1400,0.00
8182,2001-01-01,2001-10-30,YB,1400,0.00
8183,2001-01-01,2001-10-31,YB,1400,0.00
8184,2001-01-01,2001-11-01,YB,1400,0.00
8185,2001-01-01,2001-11-02,YB,1400,0.00
8186,2001-01-01,2001-11-03,YB,1400,0.00
8187,2001-01-01,2001-11-04,YB,1400,0.0
8188,2001-01-01,2001-11-05,YB,1400,0.0
8189,2001-01-01,2001-11-06,YB,1400,0.0
8190,2001-01-01,2001-11-07,YB,1400,0.0
8191,2002-01-01,2002-09-04,YB,1400,0.40
8192,2002-01-01,2002-09-05,YB,1400,0.80
8193,2002-01-01,2002-09-06,YB,1400,1.20
8194,2002-01-01,2002-09-07,YB,1400,1.60
8195,2002-01-01,2002-09-08,YB,1400,2.10
8196,2002-01-01,2002-09-09,YB,1400,2.50
8197,2002-01-01,2002-09-10,YB,1400,2.90
8198,2002-01-01,2002-09-11,YB,1400,3.30
8199,2002-01-01,2002-09-12,YB,1400,3.40
8200,2002-01-01,2002-09-13,YB,1400,3.40
8201,2002-01-01,2002-09-14,YB,1400,3.50
8202,2002-01-01,2002-09-15,YB,1400,3.50
8203,2002-01-01,2002-09-16,YB,1400,3.60
8204,2002-01-01,2002-09-17,YB,1400,3.60
8205,2002-01-01,2002-09-18,YB,1400,3.70
8206,2002-01-01,2002-09-19,YB,1400,3.70
8207,2002-01-01,2002-09-20,YB,1400,3.80
8208,2002-01-01,2002-09-21,YB,1400,3.80
8209,2002-01-01,2002-09-22,YB,1400,3.90
8210,2002-01-01,2002-09-23,YB,1400,3.90
8211,2002-01-01,2002-09-24,YB,1400,4.00
8212,2002-01-01,2002-09-25,YB,1400,4.00
8213,2002-01-01,2002-09-26,YB,1400,4.00
8214,2002-01-01,2002-09-27,YB,1400,4.00
8215,2002-01-01,2002-09-28,YB,1400,4.00
8216,2002-01-01,2002-09-29,YB,1400,4.00
8217,2002-01-01,2002-09-30,YB,1400,4.00
8218,2002-01-01,2002-10-01,YB,1400,4.00
8219,2002-01-01,2002-10-02,YB,1400,4.00
8220,2002-01-01,2002-10-03,YB,1400,4.00
8221,2002-01-01,2002-10-04,YB,1400,3.90
8222,2002-01-01,2002-10-05,YB,1400,3.90
8223,2002-01-01,2002-10-06,YB,1400,3.80
8224,2002-01-01,2002-10-07,YB,1400,3.80
8225,2002-01-01,2002-10-08,YB,1400,3.80
8226,2002-01-01,2002-10-09,YB,1400,3.70
8227,2002-01-01,2002-10-10,YB,1400,6.00
8228,2002-01-01,2002-10-11,YB,1400,8.20
8229,2002-01-01,2002-10-12,YB,1400,10.50
8230,2002-01-01,2002-10-13,YB,1400,12.70
8231,2002-01-01,2002-10-14,YB,1400,15.00
8232,2002-01-01,2002-10-15,YB,1400,17.30
8233,2002-01-01,2002-10-16,YB,1400,19.50
8234,2002-01-01,2002-10-17,YB,1400,21.80
8235,2002-01-01,2002-10-18,YB,1400,24.00
8236,2002-01-01,2002-10-19,YB,1400,24.60
8237,2002-01-01,2002-10-20,YB,1400,25.20
8238,2002-01-01,2002-10-21,YB,1400,25.80
8239,2002-01-01,2002-10-22,YB,1400,26.40
8240,2002-01-01,2002-10-23,YB,1400,27.00
8241,2002-01-01,2002-10-24,YB,1400,23.10
8242,2002-01-01,2002-10-25,YB,1400,19.30
8243,2002-01-01,2002-10-26,YB,1400,15.40
8244,2002-01-01,2002-10-27,YB,1400,11.60
8245,2002-01-01,2002-10-28,YB,1400,7.70
8246,2002-01-01,2002-10-29,YB,1400,3.80
8247,2002-01-01,2002-10-30,YB,1400,0.00
8248,2002-01-01,2002-10-31,YB,1400,0.00
8249,2002-01-01,2002-11-01,YB,1400,0.00
8250,2002-01-01,2002-11-02,YB,1400,0.00
8251,2002-01-01,2002-11-03,YB,1400,0.00
8252,2002-01-01,2002-11-04,YB,1400,0.0
8253,2002-01-01,2002-11-05,YB,1400,0.0
8254,2002-01-01,2002-11-06,YB,1400,0.0
8255,2002-01-01,2002-11-07,YB,1400,0.0
8256,2003-01-01,2003-09-04,YB,1400,0.10
8257,2003-01-01,2003-09-05,YB,1400,0.20
8258,2003-01-01,2003-09-06,YB,1400,0.30
8259,2003-01-01,2003-09-07,YB,1400,0.50
8260,2003-01-01,2003-09-08,YB,1400,0.60
8261,2003-01-01,2003-09-09,YB,1400,0.80
8262,2003-01-01,2003-09-10,YB,1400,0.90
8263,2003-01-01,2003-09-11,YB,1400,1.10
8264,2003-01-01,2003-09-12,YB,1400,1.20
8265,2003-01-01,2003-09-13,YB,1400,1.40
8266,2003-01-01,2003-09-14,YB,1400,1.50
8267,2003-01-01,2003-09-15,YB,1400,1.70
8268,2003-01-01,2003-09-16,YB,1400,1.80
8269,2003-01-01,2003-09-17,YB,1400,2.00
8270,2003-01-01,2003-09-18,YB,1400,2.10
8271,2003-01-01,2003-09-19,YB,1400,2.30
8272,2003-01-01,2003-09-20,YB,1400,2.70
8273,2003-01-01,2003-09-21,YB,1400,3.10
8274,2003-01-01,2003-09-22,YB,1400,3.40
8275,2003-01-01,2003-09-23,YB,1400,3.80
8276,2003-01-01,2003-09-24,YB,1400,4.20
8277,2003-01-01,2003-09-25,YB,1400,4.60
8278,2003-01-01,2003-09-26,YB,1400,5.00
8279,2003-01-01,2003-09-27,YB,1400,5.30
8280,2003-01-01,2003-09-28,YB,1400,6.90
8281,2003-01-01,2003-09-29,YB,1400,8.40
8282,2003-01-01,2003-09-30,YB,1400,10.00
8283,2003-01-01,2003-10-01,YB,1400,11.60
8284,2003-01-01,2003-10-02,YB,1400,13.20
8285,2003-01-01,2003-10-03,YB,1400,14.70
8286,2003-01-01,2003-10-04,YB,1400,16.30
8287,2003-01-01,2003-10-05,YB,1400,16.60
8288,2003-01-01,2003-10-06,YB,1400,17.00
8289,2003-01-01,2003-10-07,YB,1400,17.30
8290,2003-01-01,2003-10-08,YB,1400,17.70
8291,2003-01-01,2003-10-09,YB,1400,18.00
8292,2003-01-01,2003-10-10,YB,1400,17.30
8293,2003-01-01,2003-10-11,YB,1400,16.60
8294,2003-01-01,2003-10-12,YB,1400,15.90
8295,2003-01-01,2003-10-13,YB,1400,15.20
8296,2003-01-01,2003-10-14,YB,1400,14.50
8297,2003-01-01,2003-10-15,YB,1400,13.80
8298,2003-01-01,2003-10-16,YB,1400,13.10
8299,2003-01-01,2003-10-17,YB,1400,12.40
8300,2003-01-01,2003-10-18,YB,1400,11.70
8301,2003-01-01,2003-10-19,YB,1400,10.10
8302,2003-01-01,2003-10-20,YB,1400,8.40
8303,2003-01-01,2003-10-21,YB,1400,6.80
8304,2003-01-01,2003-10-22,YB,1400,5.20
8305,2003-01-01,2003-10-23,YB,1400,3.60
8306,2003-01-01,2003-10-24,YB,1400,1.90
8307,2003-01-01,2003-10-25,YB,1400,0.30
8308,2003-01-01,2003-10-26,YB,1400,0.20
8309,2003-01-01,2003-10-27,YB,1400,0.10
8310,2003-01-01,2003-10-28,YB,1400,0.10
8311,2003-01-01,2003-10-29,YB,1400,0.00
8312,2003-01-01,2003-10-30,YB,1400,0.00
8313,2003-01-01,2003-10-31,YB,1400,0.00
8314,2003-01-01,2003-11-01,YB,1400,0.00
8315,2003-01-01,2003-11-02,YB,1400,0.00
8316,2003-01-01,2003-11-03,YB,1400,0.00
8317,2003-01-01,2003-11-04,YB,1400,0.0
8318,2003-01-01,2003-11-05,YB,1400,0.0
8319,2003-01-01,2003-11-06,YB,1400,0.0
8320,2003-01-01,2003-11-07,YB,1400,0.0
8321,2004-01-01,2004-09-03,YB,1400,0.30
8322,2004-01-01,2004-09-04,YB,1400,0.70
8323,2004-01-01,2004-09-05,YB,1400,1.00
8324,2004-01-01,2004-09-06,YB,1400,1.30
8325,2004-01-01,2004-09-07,YB,1400,1.70
8326,2004-01-01,2004-09-08,YB,1400,2.00
8327,2004-01-01,2004-09-09,YB,1400,2.30
8328,2004-01-01,2004-09-10,YB,1400,2.70
8329,2004-01-01,2004-09-11,YB,1400,3.00
8330,2004-01-01,2004-09-12,YB,1400,3.40
8331,2004-01-01,2004-09-13,YB,1400,3.70
8332,2004-01-01,2004-09-14,YB,1400,4.00
8333,2004-01-01,2004-09-15,YB,1400,4.40
8334,2004-01-01,2004-09-16,YB,1400,4.70
8335,2004-01-01,2004-09-17,YB,1400,5.10
8336,2004-01-01,2004-09-18,YB,1400,5.40
8337,2004-01-01,2004-09-19,YB,1400,5.70
8338,2004-01-01,2004-09-20,YB,1400,6.10
8339,2004-01-01,2004-09-21,YB,1400,6.40
8340,2004-01-01,2004-09-22,YB,1400,6.70
8341,2004-01-01,2004-09-23,YB,1400,6.90
8342,2004-01-01,2004-09-24,YB,1400,7.10
8343,2004-01-01,2004-09-25,YB,1400,7.20
8344,2004-01-01,2004-09-26,YB,1400,7.40
8345,2004-01-01,2004-09-27,YB,1400,7.60
8346,2004-01-01,2004-09-28,YB,1400,7.80
8347,2004-01-01,2004-09-29,YB,1400,8.00
8348,2004-01-01,2004-09-30,YB,1400,8.10
8349,2004-01-01,2004-10-01,YB,1400,8.30
8350,2004-01-01,2004-10-02,YB,1400,8.20
8351,2004-01-01,2004-10-03,YB,1400,8.20
8352,2004-01-01,2004-10-04,YB,1400,8.10
8353,2004-01-01,2004-10-05,YB,1400,8.10
8354,2004-01-01,2004-10-06,YB,1400,8.00
8355,2004-01-01,2004-10-07,YB,1400,18.00
8356,2004-01-01,2004-10-08,YB,1400,27.90
8357,2004-01-01,2004-10-09,YB,1400,37.90
8358,2004-01-01,2004-10-10,YB,1400,47.80
8359,2004-01-01,2004-10-11,YB,1400,57.80
8360,2004-01-01,2004-10-12,YB,1400,67.80
8361,2004-01-01,2004-10-13,YB,1400,77.70
8362,2004-01-01,2004-10-14,YB,1400,73.80
8363,2004-01-01,2004-10-15,YB,1400,69.90
8364,2004-01-01,2004-10-16,YB,1400,66.00
8365,2004-01-01,2004-10-17,YB,1400,62.10
8366,2004-01-01,2004-10-18,YB,1400,58.20
8367,2004-01-01,2004-10-19,YB,1400,54.30
8368,2004-01-01,2004-10-20,YB,1400,50.30
8369,2004-01-01,2004-10-21,YB,1400,43.20
8370,2004-01-01,2004-10-22,YB,1400,36.00
8371,2004-01-01,2004-10-23,YB,1400,28.90
8372,2004-01-01,2004-10-24,YB,1400,21.70
8373,2004-01-01,2004-10-25,YB,1400,14.60
8374,2004-01-01,2004-10-26,YB,1400,7.50
8375,2004-01-01,2004-10-27,YB,1400,0.30
8376,2004-01-01,2004-10-28,YB,1400,0.20
8377,2004-01-01,2004-10-29,YB,1400,0.10
8378,2004-01-01,2004-10-30,YB,1400,0.00
8379,2004-01-01,2004-10-31,YB,1400,0.00
8380,2004-01-01,2004-11-01,YB,1400,0.00
8381,2004-01-01,2004-11-02,YB,1400,0.00
8382,2004-01-01,2004-11-03,YB,1400,0.0
8383,2004-01-01,2004-11-04,YB,1400,0.0
8384,2004-01-01,2004-11-05,YB,1400,0.0
8385,2004-01-01,2004-11-06,YB,1400,0.0
8386,2005-01-01,2005-09-04,YB,1400,0.10
8387,2005-01-01,2005-09-05,YB,1400,0.10
8388,2005-01-01,2005-09-06,YB,1400,0.20
